,imp_sumup,imp_sumup_norm
Med10,0.0944605,0.029905967
Bloc1s1,0.24196413,0.07660526
Tbc1d15,0.12390631,0.039228436
Gaa,0.3406426,0.107846625
Pcgf2,0.08835376,0.027972586
Trmt112,0.07916114,0.025062226
Ubxn8,0.07880823,0.024950495
Acacb,0.03371365,0.01067366
Zfp142,0.06542097,0.020712119
Mboat2,0.14524974,0.045985714
Ccdc171,0.02510597,0.007948489
Echdc1,0.033047263,0.010462684
Acvr1b,0.030445945,0.009639112
Smad2,0.12890682,0.040811583
Arhgef10l,0.05755092,0.018220482
Zfp109,0.007983115,0.0025274346
Zfp710,0.08682325,0.027488029
Thap1,0.08895942,0.028164336
Ccm2,0.10511245,0.033278346
Fnbp1,0.1358371,0.043005694
Zcchc7,0.11666845,0.03693695
Maneal,0.26394984,0.083565876
Cldn10,0.13509323,0.042770185
Tbcel,0.12895143,0.04082571
Fgfbp3,0.075029284,0.023754088
Tgtp1,0.061798412,0.019565227
Coq7,0.088695794,0.028080873
Fam78b,0.07676317,0.024303034
Pcdhga9,0.022920055,0.007256434
Zfp746,0.11418805,0.036151662
Rbm4,0.12706406,0.040228177
Ltbr,0.05104933,0.016162094
Kif21a,0.15211347,0.048158757
Sgk3,0.06380444,0.02020033
Man1b1,0.107607186,0.034068175
Fiz1,0.07538145,0.023865584
Rnf130,0.10448964,0.033081166
Flna,0.08651404,0.027390135
Zfyve26,0.060367323,0.019112147
Gpt2,0.22166252,0.07017781
H2-Ke6,0.084885694,0.026874606
Sipa1l2,0.117559776,0.03721914
Nqo1,0.06864421,0.021732591
Hps3,0.044350475,0.014041253
Pld1,0.043340802,0.013721593
Mipep,0.06629404,0.020988531
Sfrp5,0.04559827,0.014436302
Nup160,0.07335603,0.023224343
Tmem70,0.051025707,0.016154615
Akr1b10,0.079579264,0.025194602
Dse,0.05810693,0.018396514
Pcdhgc3,0.05332019,0.016881043
Lama4,0.064865865,0.020536376
Noa1,0.056999646,0.01804595
Fam101a,0.04261073,0.013490454
Rbpj,0.10688035,0.03383806
Acin1,0.17296796,0.054761235
Cyb5,0.092637494,0.029328806
Rgs3,0.09203986,0.029139597
Lgals3,0.02034675,0.0064417315
5031439G07Rik,0.1116293,0.03534157
Alg5,0.059852585,0.018949183
St3gal3,0.08770831,0.027768238
1700049G17Rik,0.043928325,0.013907601
Wash,0.06170648,0.019536123
Pik3cd,0.046931453,0.014858383
Slc35f4,0.03858023,0.012214407
Rpa3,0.036172748,0.011452205
Col18a1,0.060504053,0.019155437
Irgm1,0.05423491,0.017170642
Sord,0.071168214,0.022531684
Snapin,0.12874937,0.04076174
Dpf3,0.023988029,0.0075945524
Rps19-ps3,0.098501585,0.031185362
Gpam,0.042384095,0.013418702
Bcap31,0.1372009,0.043437473
Cdh4,0.11769362,0.037261516
Zfpm2,0.049331963,0.015618379
Ankra2,0.13100745,0.04147664
Stoml3,0.06317099,0.019999782
Cmtm3,0.07994421,0.025310142
Ginm1,0.16614446,0.05260093
Ppp1r8,0.11393166,0.036070492
Tdrd7,0.09817572,0.031082196
Tgtp2,0.0511651,0.016198749
Hip1,0.13805142,0.04370674
Zcchc11,0.17611632,0.055758
Man2a1,0.08126981,0.025729824
Cdc42ep5,0.02361969,0.0074779363
Abhd14b,0.05639071,0.017853163
Tm2d3,0.07869497,0.024914635
Pln,0.033854745,0.01071833
Mrpl15,0.11104268,0.035155844
Setd6,0.070357285,0.022274947
Zwint,0.04771343,0.015105956
Pcx,0.1369449,0.043356422
Atp9b,0.0813434,0.025753124
Tmem251,0.06374989,0.020183058
Nme7,0.105669215,0.033454616
Tmem176a,0.05025071,0.015909253
Eaf1,0.07966955,0.025223186
Neurl1a,0.18637627,0.059006277
Nop58,0.06754478,0.021384515
Zfp212,0.073073015,0.023134738
Plxna3,0.06426675,0.020346696
Rad17,0.078133576,0.0247369
Ddx51,0.056650925,0.017935544
Cbr2,0.060617935,0.019191492
Pin1-ps1,0.027023133,0.008555459
Wdr89,0.087206244,0.027609285
Dancr,0.06648323,0.021048428
Sh3pxd2a,0.19733694,0.062476393
Psme2,0.08034321,0.025436467
Tpp2,0.14745614,0.046684258
Gm15455,0.038012274,0.012034594
Gpc6,0.07467575,0.023642162
Nppa,0.085088685,0.02693887
Tmsb15b1,0.048136268,0.0152398255
Ubfd1,0.09956475,0.031521957
Prkcd,0.04989106,0.015795387
Zfp524,0.037250508,0.011793421
Ciz1,0.077666834,0.024589129
Akap13,0.12570256,0.039797124
Asb2,0.048320115,0.015298032
Pex1,0.09135854,0.028923891
AI597479,0.116520606,0.03689014
Tmem259,0.121462174,0.03845463
Sec11c,0.1478101,0.04679632
Hmcn1,0.030219726,0.009567492
Dnaaf2,0.03841754,0.0121629
Mfsd1,0.07577158,0.023989098
Socs2,0.089379005,0.028297177
Vstm2a,0.16576397,0.052480474
Rhpn1,0.039226618,0.0124190515
Farsa,0.08390703,0.026564764
Pkn1,0.04239845,0.013423246
Oaz3,0.030720694,0.009726097
Zfp871,0.072322674,0.022897182
Syne2,0.12021997,0.038061354
Pard3b,0.0809353,0.02562392
Gm11517,0.026402948,0.008359109
Iba57,0.05550227,0.017571883
Phf15,0.094418354,0.029892622
Slu7,0.13674942,0.04329453
Ogg1,0.057793226,0.018297194
Exoc4,0.044513147,0.014092755
Acot1,0.059339177,0.018786639
2210015D19Rik,0.0730926,0.023140939
Srsf12,0.08574249,0.027145863
Lmna,0.10645225,0.033702523
4932416H05Rik,0.06708195,0.021237984
Kctd8,0.063488446,0.02010029
Syndig1,0.10081032,0.0319163
Med7,0.11330209,0.035871167
Arpc1b,0.12705088,0.040223997
Spata13,0.08433146,0.026699135
Grid2,0.013510841,0.0042774994
Cux2,0.10542945,0.033378705
Tmem177,0.03383274,0.0107113635
Bglap2,0.027898917,0.008832729
Scnm1,0.06617099,0.020949576
Pcbp2,0.15261957,0.048318986
Hspa12a,0.09625922,0.030475436
Fam185a,0.05032008,0.015931215
Zc3h14,0.08266733,0.026172277
Ifi35,0.041876998,0.013258155
Mus81,0.06850726,0.021689232
Thnsl1,0.064421274,0.020395618
Lonrf2,0.08394729,0.026577508
Capn12,0.05834995,0.018473452
Itpka,0.047112048,0.01491556
Plxnb2,0.14610398,0.046256166
Klhl42,0.088798076,0.028113253
Arap1,0.05895536,0.018665124
Gpr61,0.058399558,0.018489158
Srpx,0.020762803,0.0065734535
Pld4,0.04577377,0.0144918645
Syt3,0.06012991,0.019036982
Zbtb17,0.09845679,0.03117118
Supv3l1,0.04900705,0.015515514
Capn1,0.03326661,0.010532128
Hddc3,0.0440022,0.01393099
Vcam1,0.10292575,0.03258604
Smc3,0.17809612,0.056384802
Rnasel,0.05309202,0.016808804
Myo1b,0.07722509,0.024449276
Gm2382,0.069001734,0.02184578
Usp16,0.0835721,0.026458723
Dusp8,0.21484455,0.06801927
Ipo7,0.054418184,0.017228665
Dtymk,0.14211567,0.044993475
Fzd6,0.06096264,0.019300623
Ap4m1,0.040755857,0.012903206
Nmnat3,0.044816364,0.0141887525
Ost4,0.11351955,0.035940014
Inmt,0.052458778,0.01660832
Kif3b,0.14041731,0.04445578
Vwa3a,0.04196363,0.013285583
Gm3604,0.031200457,0.009877988
Rtel1,0.077510096,0.024539508
Wiz,0.09742141,0.03084338
Copz2,0.05352404,0.016945582
Pcgf6,0.07125512,0.022559198
Mccc1,0.0614899,0.019467551
Fah,0.053995628,0.017094884
Postn,0.06773967,0.021446217
Zfp738,0.05262929,0.016662307
Fam86,0.05515143,0.017460808
Rnf7,0.3159937,0.100042835
Decr1,0.07799064,0.024691649
Glis2,0.05684199,0.017996037
Acan,0.054857545,0.017367765
Scfd1,0.09406358,0.0297803
Nfkbid,0.032364037,0.010246376
Polg,0.14928791,0.047264192
Cdh23,0.038570955,0.012211471
Erlin1,0.07436385,0.023543414
Kif6,0.030485151,0.009651525
Cd97,0.054966338,0.017402207
Tagln,0.06630677,0.020992564
Utp15,0.06406323,0.020282263
Ogn,0.11926504,0.037759025
Dhx33,0.104320996,0.03302777
Rhou,0.054267045,0.017180815
Fmn1,0.056698147,0.017950498
Fam154b,0.030329429,0.0096022235
Rps6ka2,0.059037473,0.01869112
Tmem184c,0.20154661,0.063809164
Nob1,0.069806404,0.022100538
Rras,0.061124682,0.019351926
Gtdc1,0.09817177,0.031080944
Slc2a4rg-ps,0.0574165,0.018177925
Slc25a35,0.03362607,0.010645931
Wdr77,0.13966244,0.04421679
Chst8,0.081038706,0.025656657
Zfp52,0.033078965,0.0104727205
Gm14743,0.041427575,0.01311587
Arhgdib,0.04002243,0.012671005
Itgb5,0.087381914,0.027664902
Acot2,0.059467226,0.01882718
Amot,0.18951677,0.06000055
Vps13c,0.08547179,0.027060159
Nt5c3b,0.06546847,0.020727158
Sult1d1,0.045353252,0.01435873
Rnf40,0.08930166,0.02827269
Dhrs4,0.08695611,0.027530095
Pdlim4,0.059426095,0.018814158
Eif2b1,0.072443776,0.022935525
Ptger3,0.02866571,0.009075494
Llph,0.079473734,0.025161192
Tvp23a,0.092543684,0.029299106
Plod3,0.07906549,0.025031943
Tmem237,0.11348888,0.035930306
Sult1c1,0.01960996,0.006208466
Chd5,0.2500116,0.07915306
Gsr,0.083516,0.026440965
Pigg,0.020654857,0.0065392777
Atp11b,0.1038448,0.03287701
Shb,0.096877754,0.030671265
4930524L23Rik,0.020509345,0.0064932094
Bai2,0.26671043,0.08443987
Zbtb9,0.052753665,0.016701682
Emx1,0.031463638,0.009961312
Tuba1c,0.31748757,0.10051579
Sfxn2,0.057298984,0.01814072
Eif4ebp1,0.03770235,0.011936473
Eng,0.08820812,0.027926475
Ercc5,0.10675841,0.033799455
Prpf40b,0.08371278,0.026503263
Etv3,0.11326215,0.035858523
Ttll6,0.016608141,0.0052580973
Fbf1,0.09716596,0.030762505
Gm16062,0.048560005,0.015373981
Fgfr1op,0.06298211,0.019939983
Ltv1,0.071117215,0.02251554
Apopt1,0.061660565,0.019521585
Aco1,0.073426336,0.023246601
Rhoj,0.05848822,0.018517228
Gm6682,0.045449127,0.014389084
Trpc3,0.06965457,0.022052467
Mas1,0.029132087,0.009223148
Cobl,0.06759775,0.021401284
Nr1h3,0.045282174,0.0143362265
Orc1,0.0226759,0.0071791345
Frg1,0.05830681,0.018459793
Acat1,0.109637246,0.034710888
Trpt1,0.04258239,0.013481481
Mad2l1bp,0.043313183,0.013712849
Pdhx,0.19551988,0.06190112
Ddn,0.097559504,0.030887103
Btg2,0.07777756,0.024624186
Obp1a,0.04952413,0.01567922
Hltf,0.061736796,0.019545719
3110021N24Rik,0.03219192,0.010191884
Gm5617,0.044447463,0.014071958
Pecam1,0.07290045,0.023080105
Ppil1,0.065250225,0.020658063
Gtpbp8,0.03753114,0.011882268
Ckmt1,0.16729903,0.052966468
Gabrg1,0.08280354,0.026215399
Grm8,0.060229078,0.019068379
9330182L06Rik,0.10805069,0.03420859
Nup62,0.055661354,0.01762225
Opn3,0.036231574,0.011470828
Aspdh,0.035162997,0.01113252
Napepld,0.054492127,0.017252076
Thbs2,0.11491853,0.03638293
Prmt2,0.103870794,0.03288524
Gm581,0.043256525,0.013694911
Dhx57,0.09594331,0.03037542
Cdh19,0.054917723,0.017386818
Hs6st1,0.095701426,0.030298838
Ankrd16,0.025316698,0.008015205
Pkd2,0.13438004,0.042544395
Slc39a10,0.09952933,0.031510748
Cnot8,0.06897458,0.021837184
Pign,0.08101108,0.02564791
Yif1a,0.07021342,0.0222294
C130074G19Rik,0.05959872,0.018868811
Dmpk,0.062036157,0.019640498
Bicc1,0.03165944,0.0100233015
Astn2,0.06723615,0.021286802
Mdc1,0.041806117,0.013235714
Lamb1,0.067185886,0.02127089
Mtap,0.054568768,0.01727634
Ezh2,0.07438786,0.023551015
Cars2,0.056190416,0.01778975
Snrnp25,0.062267322,0.019713683
Aard,0.044326827,0.014033766
Cebpz,0.16039598,0.050780978
Coq6,0.054341923,0.01720452
Sf3a2,0.06916852,0.021898586
Igflr1,0.10397776,0.032919105
Cd24a,0.18176587,0.05754663
Lgi4,0.08156719,0.025823975
Rsph3b,0.06029336,0.019088732
Dcxr,0.048254486,0.015277253
Sppl2b,0.114335686,0.036198404
Eva1c,0.039555427,0.012523152
Prkci,0.0648965,0.020546075
Nlk,0.20013909,0.06336355
Sh2d3c,0.039578944,0.012530598
Daam1,0.15973485,0.05057167
Brsk2,0.08658545,0.027412742
Lef1,0.07117544,0.022533972
Vangl2,0.04288353,0.013576821
Cacul1,0.13199337,0.04178878
Smoc1,0.11142672,0.03527743
Tyw3,0.05972842,0.018909873
Atp2b4,0.14429067,0.045682076
Usp37,0.07618605,0.02412032
Stt3a,0.050375696,0.015948825
Hist1h1e,0.049187087,0.015572512
Mapkapk2,0.13977183,0.044251423
Fhit,0.04511519,0.014283362
Bpifb3,0.055399623,0.017539386
Lemd3,0.09966257,0.03155293
D030056L22Rik,0.18566535,0.058781203
Cep97,0.09533276,0.030182121
Serping1,0.09260592,0.02931881
Slc39a8,0.041562553,0.013158603
Maml2,0.09339603,0.029568955
Wbscr22,0.06243109,0.019765532
Tbc1d13,0.09428433,0.02985019
Vps8,0.09863064,0.03122622
Zfp763,0.037043862,0.011727997
Nkain2,0.15057021,0.047670163
Mansc1,0.022988094,0.007277975
Prkrip1,0.07161649,0.022673609
Kremen1,0.06650576,0.021055562
Tcp1,0.0864694,0.027376002
Ccdc69,0.01584575,0.005016726
Cstf3,0.12799555,0.040523082
9930104L06Rik,0.062848255,0.019897604
Scmh1,0.1266345,0.040092174
Mylk,0.05434967,0.017206974
Il2,0.033484716,0.010601181
Col16a1,0.0915982,0.028999768
Scn9a,0.0430066,0.013615785
Zxda,0.06590884,0.020866578
Hecw2,0.072308056,0.022892555
Nhp2,0.09534713,0.03018667
1810043G02Rik,0.06446103,0.020408206
Shc4,0.074274816,0.023515228
1110037F02Rik,0.11286705,0.035733435
Mlf1,0.043590784,0.013800737
Tmem80,0.05761763,0.018241603
Lamb2,0.09371881,0.02967115
Gpr34,0.060808767,0.019251907
Bcl2l11,0.05683887,0.017995048
Topbp1,0.07598759,0.024057487
Zcchc3,0.07621313,0.024128893
Haus7,0.03875029,0.012268248
Fancc,0.056186695,0.017788572
Smtnl2,0.06948556,0.02199896
E130309F12Rik,0.07049661,0.022319056
Lrig2,0.098408185,0.031155793
Fez2,0.07414273,0.023473408
Polr2e,0.07877989,0.024941523
Plrg1,0.07145775,0.022623349
L2hgdh,0.045985896,0.014559023
Reep6,0.0302022,0.009561944
Mccc2,0.07694618,0.024360973
Rsph3a,0.062314197,0.019728525
Zfp11,0.05726695,0.018130578
Zfp85-rs1,0.034119703,0.010802215
Ibtk,0.08555847,0.027087603
Itgb3bp,0.039203614,0.012411769
P2ry12,0.10382278,0.032870043
Inpp4b,0.05868248,0.01857873
Bmp2,0.03854513,0.012203295
Crlf3,0.07299679,0.023110606
Kpna3,0.25247067,0.0799316
9030624J02Rik,0.10656182,0.033737212
Bcl2a1b,0.023748646,0.007518764
Gnai3,0.15124534,0.04788391
Tmem39b,0.048119362,0.015234473
Mthfd2l,0.057097994,0.018077087
Clk2,0.07888037,0.024973333
Gm8234,0.0071744723,0.0022714206
Usp45,0.10723066,0.033948965
Ints9,0.055266686,0.0174973
Mettl14,0.06968435,0.022061897
Dnd1,0.042360418,0.013411205
1700003E16Rik,0.054399326,0.017222695
Odc1,0.17299259,0.05476903
U2af1l4,0.06437408,0.020380678
Srpk3,0.03627054,0.011483165
Sema6c,0.06274089,0.019863613
Pithd1,0.16163273,0.05117253
Sh3bp4,0.078848734,0.024963317
Alyref,0.10454248,0.033097897
Lmbr1,0.10248997,0.032448076
Pdcd2,0.06804779,0.021543765
Nsun6,0.034507286,0.010924923
Rtp2,0.020142738,0.006377142
Golt1b,0.097303234,0.030805968
Sgsh,0.029085942,0.009208539
2610008E11Rik,0.026727777,0.008461949
Zw10,0.06903004,0.021854743
A430035B10Rik,0.07129214,0.02257092
Ints1,0.11081769,0.035084613
Rlf,0.08440103,0.02672116
Gm7694,0.029479746,0.009333216
Cd163,0.035033125,0.011091403
Nelfe,0.047818914,0.0151393525
Sgpp1,0.105787635,0.03349211
Rassf8,0.044838052,0.014195619
Cpne7,0.18185802,0.05757581
Gemin2,0.039836507,0.012612142
Nme6,0.051884625,0.016426546
Sh3yl1,0.05480276,0.017350422
Cdh8,0.045245614,0.014324651
Zfp383,0.065024026,0.02058645
Tbc1d17,0.06792071,0.021503532
Ganab,0.15077436,0.047734797
Nmt1,0.075803906,0.023999333
Il34,0.06890697,0.02181578
Sertad1,0.06446739,0.02041022
2900092D14Rik,0.054086566,0.017123675
Calhm2,0.03209754,0.010162003
Prrc1,0.06543007,0.020715
Athl1,0.039786547,0.012596324
Sgcd,0.043571122,0.013794511
Zfp395,0.053804234,0.01703429
Cbll1,0.09951715,0.03150689
Tmem255a,0.17952166,0.056836125
Mgat4b,0.10678254,0.03380709
Ergic2,0.082108624,0.02599539
Uri1,0.16427912,0.052010372
Vcl,0.10159237,0.0321639
Rcor1,0.045472715,0.014396552
Acp2,0.0931589,0.029493883
Trim35,0.045929153,0.014541058
Ly6c2,0.02880806,0.009120562
Zbtb34,0.06772207,0.021440642
Nexn,0.029227152,0.009253246
Ptbp3,0.14937678,0.047292326
Smim3,0.052036084,0.016474498
Pygm,0.10938079,0.03462969
Fmnl3,0.06072679,0.019225953
Kdr,0.03816902,0.012084219
Ogfod2,0.05946323,0.018825915
Ap1ar,0.08661251,0.02742131
Eya3,0.06701949,0.021218207
Ftsjd2,0.09681828,0.030652434
Mnd1,0.037848726,0.011982814
Stra13,0.07308401,0.02313822
Ext1,0.08449343,0.026750414
Pag1,0.10932839,0.034613106
Orc6,0.06942205,0.021978853
Apbb2,0.09537557,0.030195674
Esf1,0.1429385,0.04525398
Tmem25,0.11260635,0.035650894
Gm715,0.04530358,0.014343005
Homer3,0.040431757,0.012800597
Nae1,0.11908981,0.037703544
Rassf1,0.05280597,0.016718242
Dock11,0.09076207,0.028735053
Igtp,0.08029188,0.025420215
Arl4a,0.14906916,0.04719493
Agpat1,0.13821109,0.043757297
Sncaip,0.053103153,0.01681233
Lrrc48,0.036575004,0.011579558
Idh1,0.13542196,0.042874265
Tubgcp3,0.10250594,0.032453127
Gm5918,0.05455082,0.017270656
Trp53bp1,0.094913356,0.030049337
Mphosph10,0.059120543,0.018717421
Tep1,0.048481695,0.015349187
Aspg,0.03552602,0.011247451
Fam214a,0.2010015,0.063636586
Sfrp1,0.07118812,0.022537986
Zfp719,0.052548226,0.016636642
Gatad2a,0.08822433,0.027931608
Rwdd2b,0.046805397,0.014818475
Brox,0.13000026,0.04115777
Msto1,0.024724344,0.0078276675
Gm14057,0.091500685,0.028968895
Smim8,0.08408989,0.026622657
Cnot10,0.052441552,0.016602868
Senp8,0.049829327,0.015775844
Vat1,0.08574196,0.027145697
Isg15,0.046619873,0.014759738
Slc35b4,0.08396227,0.026582249
Sult6b1,0.027710652,0.008773125
Ccdc28a,0.05863629,0.018564107
Arhgef1,0.07552288,0.023910359
Pkib,0.06329532,0.020039145
Cyp2a5,0.13484427,0.042691372
Atp8b2,0.11850556,0.037518572
Ctsc,0.05055819,0.016006602
Slc39a5,0.086741805,0.027462246
Bloc1s6,0.088572584,0.028041864
Ralb,0.12324765,0.03901991
Mier1,0.1306892,0.041375887
Narfl,0.0948988,0.030044729
Stat6,0.044760898,0.014171191
Mxra7,0.03542542,0.011215602
Slc12a2,0.20558685,0.0650883
Txndc11,0.07782301,0.024638576
Id1,0.09413936,0.029804293
Lpcat3,0.090608746,0.02868651
Hes1,0.05721425,0.018113893
Epha7,0.06781332,0.021469533
Nid1,0.1701495,0.05386892
Pcgf3,0.067264564,0.021295799
Ppapdc2,0.09292419,0.029419575
Dpy19l3,0.062275503,0.019716274
Tmem128,0.07109534,0.022508614
Xylt2,0.073513374,0.023274157
Utp20,0.06808895,0.021556797
Spin2,0.04041098,0.012794019
Timm44,0.14392926,0.045567654
Pknox2,0.07722319,0.024448674
Cd46,0.034605138,0.010955904
Zfp873,0.017859904,0.005654402
Tppp3,0.07346943,0.023260243
Dennd1b,0.12470733,0.03948204
Gpr125,0.12928674,0.040931866
Ptpn2,0.101643786,0.03218018
Fam155a,0.117817715,0.037300803
Folh1,0.0361602,0.0114482315
Sulf2,0.09044187,0.028633675
Nudt7,0.039478235,0.012498713
Kif9,0.01734401,0.0054910714
Plekha6,0.077002585,0.02437883
6530402F18Rik,0.031310823,0.009912931
Ggt7,0.12222635,0.038696565
2610034M16Rik,0.043759353,0.013854105
Csf1r,0.10243916,0.03243199
Tfe3,0.10049948,0.03181789
Rab3il1,0.04448287,0.0140831685
Cpxm1,0.042045563,0.013311524
Lman2l,0.08365121,0.026483769
Igsf8,0.1072808,0.03396484
Map3k7,0.11470036,0.036313858
Krt8,0.026222492,0.008301978
Haghl,0.011672223,0.0036953974
C77370,0.17969985,0.05689254
Fancf,0.034339946,0.010871944
Rhog,0.076135896,0.02410444
1700123O20Rik,0.088743985,0.02809613
Iah1,0.066919796,0.021186646
Slc18a2,0.048711203,0.015421849
Mrps18b,0.059011105,0.018682772
Nek6,0.06276949,0.019872667
Sema4g,0.081127085,0.025684638
Otud7a,0.05730346,0.018142136
Sgtb,0.04211727,0.013334227
Tmem175,0.07297093,0.02310242
Ispd,0.062361643,0.019743543
Vkorc1,0.12789613,0.040491603
Kcnj15,0.022092326,0.006994377
Fam129b,0.067517094,0.02137575
Ndufaf2,0.07990546,0.025297875
Nop14,0.061164714,0.0193646
Gramd1c,0.0383762,0.012149812
Frk,0.03562718,0.011279478
Cdc42se1,0.1456613,0.046116013
Spata5,0.06513359,0.020621136
Golm1,0.068274245,0.02161546
AK010878,0.06872396,0.021757837
Foxd3,0.13733321,0.04347936
Hapln1,0.14242758,0.045092225
Synm,0.09929043,0.03143511
Hsd17b10,0.09801252,0.031030526
Pcolce,0.08005645,0.025345678
Stard13,0.07698298,0.024372626
Hyal2,0.047138944,0.014924075
Tcof1,0.07436465,0.023543667
Bcat2,0.03852799,0.012197868
Fas,0.017290518,0.0054741357
2810001G20Rik,0.05887535,0.018639794
Tgfbr2,0.0924659,0.029274479
Sox3,0.036377043,0.011516883
L3mbtl3,0.030816521,0.009756437
Txnip,0.080438465,0.025466623
Cs,0.18129174,0.057396527
Mpnd,0.06908097,0.021870868
Sidt1,0.06692757,0.021189105
Ebna1bp2,0.0692726,0.021931536
Rdh10,0.06335666,0.020058565
Slc22a23,0.13150547,0.041634314
Gtpbp4,0.08016263,0.025379295
Kcnc2,0.3086107,0.0977054
Tmem173,0.026911063,0.008519978
Rnf152,0.062418018,0.019761393
Tor1b,0.085611835,0.027104499
Gm4532,0.04035275,0.012775583
Sigmar1,0.06020638,0.019061193
Rchy1,0.100660205,0.031868774
Pts,0.06245107,0.019771859
BC017643,0.07567075,0.023957176
Gpd1l,0.09757746,0.030892786
Mgp,0.12391825,0.039232213
Smim20,0.12931286,0.040940136
Sorcs1,0.053407464,0.016908672
Mmp24,0.040325582,0.0127669815
Lrrc4,0.097491115,0.03086545
Bcap29,0.12524737,0.03965301
Atmin,0.09660022,0.030583397
Rtp1,0.030872013,0.009774005
Pvrl3,0.079165354,0.02506356
Gm6607,0.045247957,0.014325393
Cyp4v3,0.067304514,0.021308446
Pgm5,0.038079537,0.012055889
Pnpla3,0.020501561,0.006490745
Rhebl1,0.056330923,0.017834233
Supt6,0.10461099,0.033119585
Rcn3,0.035957824,0.01138416
Fcgr1,0.021857409,0.006920003
Cdc7,0.050590605,0.016016863
Tiprl,0.122984834,0.0389367
Tfip11,0.10253669,0.03246287
Fam13b,0.09053001,0.028661579
Mlip,0.09292757,0.029420642
Med16,0.077343844,0.024486873
Cisd3,0.08274848,0.026197968
Bola2,0.14145687,0.044784904
Creg2,0.04813988,0.015240969
0610030E20Rik,0.06756187,0.021389926
1110057K04Rik,0.08552353,0.027076542
Jmy,0.1929404,0.061084457
Zhx3,0.094261505,0.029842963
Fuz,0.03986005,0.012619596
Tdg,0.03826674,0.012115157
Furin,0.18200314,0.057621755
Rmrp,0.042985678,0.013609162
Ift122,0.07826995,0.024780076
1110038B12Rik,0.072945066,0.02309423
Slc44a2,0.07567496,0.023958508
Hacl1,0.03608439,0.01142423
Tmem158,0.08652143,0.027392475
Eme2,0.051652458,0.016353043
Map3k13,0.050476674,0.015980793
1700023F06Rik,0.043734826,0.013846341
Snhg10,0.018145831,0.0057449266
Nfkb1,0.10320361,0.03267401
Acsl1,0.07760846,0.02457065
Gapvd1,0.08996764,0.028483534
Adam17,0.0830574,0.026295774
Gpatch4,0.058879517,0.018641112
Mpv17l,0.09978663,0.031592205
Gas2l1,0.12158576,0.038493756
4632427E13Rik,0.031251702,0.009894213
Cabyr,0.031226397,0.009886202
Magt1,0.098780915,0.031273797
Brpf1,0.057513572,0.018208658
Adamts10,0.054287024,0.017187139
Slc10a7,0.039098494,0.012378488
C4b,0.10673367,0.03379162
Il1rapl1,0.07221143,0.022861965
Sdhaf2,0.08618287,0.027285289
Ficd,0.0757865,0.023993824
Agt,0.16852269,0.053353872
Tsc22d2,0.12185466,0.03857889
Pex16,0.04782952,0.015142709
E130311K13Rik,0.041634776,0.0131814685
Med20,0.08984852,0.028445821
Gpr83,0.033344608,0.010556822
Lrrc8a,0.15004125,0.047502693
Vcpip1,0.15309265,0.04846876
Mrps9,0.09723898,0.030785628
Riok1,0.060742058,0.019230789
Zfp9,0.062500075,0.019787373
Csrnp2,0.06113883,0.019356405
Clec2l,0.17757757,0.056220625
Far2,0.03125747,0.009896039
Stk24,0.099173024,0.03139794
Pias3,0.083068326,0.02629923
Ercc2,0.06630689,0.0209926
Jazf1,0.11692783,0.037019067
Ppm1m,0.06618508,0.020954035
Brf2,0.041852813,0.013250498
Ints12,0.06323655,0.020020539
Kcnab1,0.0562121,0.017796615
Zfp120,0.07496622,0.023734124
Osbpl7,0.05215478,0.016512077
Neurod2,0.0373931,0.011838565
Nupr1l,0.021709898,0.006873301
Agfg2,0.03932803,0.01245116
Tacr1,0.05555364,0.017588146
Fam193b,0.14061554,0.044518538
Loh12cr1,0.07596369,0.02404992
Kdsr,0.08932667,0.028280608
Slain2,0.09134071,0.028918248
Casd1,0.15246019,0.048268527
Ndor1,0.038308,0.012128219
Lsm11,0.048556726,0.015372941
Plac9b,0.038244333,0.012108063
Klf6,0.1033164,0.03270972
Tm9sf1,0.06189884,0.019597022
Arhgap44,0.11728682,0.037132725
Memo1,0.090410136,0.02862363
Samd9l,0.06760189,0.021402594
Cry2,0.39474583,0.12497558
Nbn,0.06913376,0.02188758
Rimklb,0.1376291,0.04357304
Fem1a,0.1082127,0.034259878
Fam3a,0.08120938,0.025710693
1700094D03Rik,0.05013666,0.015873143
Cad,0.061148785,0.019359557
Rbm15,0.072086975,0.022822563
Nlgn3,0.09235056,0.029237963
Fkbp14,0.0718205,0.022738196
Selenbp1,0.040666126,0.012874797
Wdsub1,0.041885227,0.013260761
2810021J22Rik,0.049983896,0.01582478
Nhsl2,0.097223885,0.030780844
Nudcd1,0.06205042,0.019645013
Spg20,0.11985314,0.037945215
Ctdsp1,0.0854626,0.027057253
Tln1,0.11906782,0.037696585
Nabp2,0.12033386,0.038097408
Srek1ip1,0.057931636,0.018341016
Eed,0.06398455,0.020257354
Ppfibp1,0.35600215,0.11270942
Szrd1,0.119568616,0.037855133
Zfp653,0.062013455,0.01963331
Lrrc41,0.06839208,0.021652767
Ghr,0.07904314,0.025024867
Zfp784,0.03401643,0.01076952
Nlrp10,0.016166072,0.005118139
Usp30,0.05781517,0.018304143
Ppa2,0.10765479,0.034083243
Csrp2bp,0.07318985,0.023171728
Mndal,0.04212254,0.013335894
Aldh1l2,0.04993972,0.015810793
Arrdc2,0.043779217,0.013860394
